name;open;high;low;close;volume;marketCap;timestamp
"2781";0.5529314084;0.5831127675;0.5521628812;0.5638752537;7164032072.93;31640690553.26;"2024-08-12T00:00:00.000Z"
"2781";0.5638736982;0.6304442886;0.5623202351;0.6001835289;8238876821.83;33718501284.19;"2024-08-19T00:00:00.000Z"
"2781";0.6001859099;0.6021874132;0.5448002254;0.5479904299;7115678879.89;30825091015.08;"2024-08-26T00:00:00.000Z"
"2781";0.5479864092;0.5720516084;0.5058957223;0.5292905838;6792253062.82;29815703245.62;"2024-09-02T00:00:00.000Z"
"2781";0.5293100258;0.5985774155;0.5239286523;0.5709745671;8114325343.04;32194984842.15;"2024-09-09T00:00:00.000Z"
"2781";0.5709745671;0.6099915445;0.5607215342;0.5876209728;7748659556.6;33162100421.1;"2024-09-16T00:00:00.000Z"
"2781";0.5876209728;0.6622055488;0.5768853154;0.6419469007;9879946684.37;36311025791.43;"2024-09-23T00:00:00.000Z"
"2781";0.6419454099;0.6524109709;0.5100857258;0.5335916946;12419637705.09;30182145760.97;"2024-09-30T00:00:00.000Z"
"2781";0.5335924698;0.5453613106;0.5216372884;0.5315403677;6896634533.98;30109176112.99;"2024-10-07T00:00:00.000Z"
"2781";0.5315410924;0.5641158267;0.528406984;0.5476515707;7191986291.5;31054674822.1;"2024-10-14T00:00:00.000Z"
"2781";0.5476393321;0.5594415897;0.4935850675;0.5163814224;6888911279.72;29336590597.98;"2024-10-21T00:00:00.000Z"
"2781";0.5163814224;0.5303097317;0.4936523348;0.5029313039;7419872208.3;28601030708.22;"2024-10-28T00:00:00.000Z"
"2781";0.5029313039;0.6160421886;0.496788286;0.5893823021;13088855104.7;33517383371.1;"2024-11-04T00:00:00.000Z"
"2781";0.5893823021;1.256743942;0.5720236265;1.0543353752;78828815487.8;60025087547.81;"2024-11-11T00:00:00.000Z"
"2781";1.0543435424;1.6216148206;1.0543139839;1.4324108501;90490904528.09;81624797886.49;"2024-11-18T00:00:00.000Z"
"2781";1.4324132229;2.339640559;1.2948045699;2.3202227638;89897197877.5;132401816051.76;"2024-11-25T00:00:00.000Z"
"2781";2.3207424298;2.864887495;2.188863289;2.608348378;174807193630.35;148979151280.3;"2024-12-02T00:00:00.000Z"
"2781";2.6083048225;2.6083048225;1.9122536137;2.4469501385;105339050409.54;139938660156.77;"2024-12-09T00:00:00.000Z"
"2781";2.4469989741;2.7176748915;1.9695470042;2.1993315893;167955474394.23;125923128093.43;"2024-12-16T00:00:00.000Z"
"2781";2.1994391704;2.3461924073;2.0719509383;2.0931804832;42261315621.71;120170454381.05;"2024-12-23T00:00:00.000Z"
"2781";2.0931889766;2.5043844534;2.0002308153;2.3997270927;50092188760.94;137768791538.76;"2024-12-30T00:00:00.000Z"
"2781";2.3997256002;2.5923893792;2.2129286381;2.5063144298;56785439966.59;144099223181.94;"2025-01-06T00:00:00.000Z"
"2781";2.5063733201;3.3880709979;2.3397669917;2.9547168038;121431459533.02;170065662494.56;"2025-01-13T00:00:00.000Z"
"2781";2.9543526678;3.3472442202;2.9291276442;3.0262275396;62042059986.89;174435420851.25;"2025-01-20T00:00:00.000Z"
"2781";3.0262782465;3.2090892342;2.4869347127;2.579795031;71781608741.29;148863820211.64;"2025-01-27T00:00:00.000Z"
"2781";2.5797953539;2.7798500546;1.9486207615;2.3969399195;84007318143.48;138451940325.39;"2025-02-03T00:00:00.000Z"
"2781";2.3969154882;2.8282711014;2.3302074124;2.7278249718;42260541739.11;157733057291.41;"2025-02-10T00:00:00.000Z"
"2781";2.728055239;2.7614480179;2.4733285315;2.5770199385;30376686314.48;149177588638.07;"2025-02-17T00:00:00.000Z"
"2781";2.5770123082;2.9667200461;1.9574078484;2.9369424933;77888284828.1;170201127517.84;"2025-02-24T00:00:00.000Z"
"2781";2.9370473774;2.943915867;2.0909827773;2.1345764292;58422263824.6;123891758225.01;"2025-03-03T00:00:00.000Z"
"2781";2.1344713101;2.4717575055;1.9165902326;2.2978671477;48267858504.15;133522721881.75;"2025-03-10T00:00:00.000Z"
"2781";2.2978007903;2.5727944613;2.2263249656;2.4354930628;28830454757.15;141642114185.6;"2025-03-17T00:00:00.000Z"
"2781";2.4354661848;2.5015944021;2.0647338894;2.1361430995;23138736563.55;124335611148.55;"2025-03-24T00:00:00.000Z"
"2781";2.1361415935;2.2213132334;1.8691350841;1.9178948665;32365317179.61;111765274512.28;"2025-03-31T00:00:00.000Z"
"2781";1.9178948665;2.2323835662;1.6400879574;2.1201994806;45805520974.1;123689659144.82;"2025-04-07T00:00:00.000Z"
"2781";2.1202193895;2.181261445;2.0397376906;2.0770009192;17337664506.16;121284739767.43;"2025-04-14T00:00:00.000Z"
"2781";2.0770009192;2.2995392819;2.0632604144;2.2562374472;25602646192.72;131865207140.33;"2025-04-21T00:00:00.000Z"
"2781";2.2562374472;2.3521917329;2.1297676233;2.1577948478;18338635272.35;126236907144.29;"2025-04-28T00:00:00.000Z"
"2781";2.157765088;2.4762539678;2.0805419362;2.3665254767;27831096405.8;138561963426.82;"2025-05-05T00:00:00.000Z"
"2781";2.3665394868;2.6457354389;2.3032028588;2.4341710459;36878194615.8;142655431745.35;"2025-05-12T00:00:00.000Z"
"2781";2.4334733074;2.4765181288;2.2705278504;2.3429750261;21972854181.03;137498409060.51;"2025-05-19T00:00:00.000Z"
"2781";2.3429504818;2.358088468;2.0855254219;2.1791835347;17484111306.75;128048228693.93;"2025-05-26T00:00:00.000Z"
"2781";2.1791836298;2.2942091409;2.0647316868;2.2654948668;16027259931.28;133259788220.08;"2025-06-02T00:00:00.000Z"
"2781";2.2654886881;2.3354946788;2.0890587071;2.1671772907;19283130915.38;127607221928.6;"2025-06-09T00:00:00.000Z"
"2781";2.1671772907;2.3356787282;1.9131479032;2.0140278042;23399839774.98;118708582577.12;"2025-06-16T00:00:00.000Z"
"2781";2.0141041196;2.2256378754;1.967336468;2.2070729799;20463965913.99;130229431179.61;"2025-06-23T00:00:00.000Z"
"2781";2.2070710031;2.3205645741;2.1514197081;2.2725408419;20300760648.38;134235050123.29;"2025-06-30T00:00:00.000Z"
"2781";2.2725438995;2.9642700708;2.2500700712;2.8359410298;50286083148.03;167692753827.96;"2025-07-07T00:00:00.000Z"
"2781";2.8359232948;3.650210028;2.8085020669;3.4595292201;82985906668.07;204743037528.34;"2025-07-14T00:00:00.000Z"
"2781";3.4595380437;3.6424108858;2.9854785114;3.2412820376;62159975347.05;192010465786.34;"2025-07-21T00:00:00.000Z"
"2781";3.2412493443;3.3243569219;2.746384066;2.9495439821;48037718459;174933026303.11;"2025-07-28T00:00:00.000Z"
"2781";2.9494859343;3.3757665811;2.9063880911;3.2939627851;0;0;"2025-08-04T00:00:00Z"
