name;open;high;low;close;volume;marketCap;timestamp
"2781";2553.4966053215;2775.2809657522;2513.3941625541;2613.3571785326;99366708701.55;314268369391.92;"2024-08-12T00:00:00.000Z"
"2781";2612.7185097561;2820.0205615881;2538.6577920946;2749.1576670875;86706271252.05;330719150375.36;"2024-08-19T00:00:00.000Z"
"2781";2749.2475733083;2763.0041773069;2401.1750014042;2427.9022806575;98590549110.23;292099196088.96;"2024-08-26T00:00:00.000Z"
"2781";2427.9733430705;2563.085947551;2150.8632293618;2297.2928618416;113062448701.91;276486164481.31;"2024-09-02T00:00:00.000Z"
"2781";2297.8962878887;2462.8029995518;2274.1155213156;2320.8972417266;103641930958.5;279290338598.1;"2024-09-09T00:00:00.000Z"
"2781";2320.8944391009;2632.0393358744;2253.7149932498;2582.8624763883;111863297548.57;310832153859.66;"2024-09-16T00:00:00.000Z"
"2781";2582.7748253658;2728.0677337785;2541.9102931292;2659.3468478149;106429244038.49;320089038647.8;"2024-09-23T00:00:00.000Z"
"2781";2659.292706743;2662.4890256281;2311.02794283;2439.9578014551;112999446307.02;293714066018.34;"2024-09-30T00:00:00.000Z"
"2781";2439.9447200133;2520.4062916278;2329.7847354486;2467.6769628969;103186113066.69;297063838454.29;"2024-10-07T00:00:00.000Z"
"2781";2467.6474313979;2756.4367713382;2443.5529174965;2746.3639932057;115762446982.45;330626349790.61;"2024-10-14T00:00:00.000Z"
"2781";2746.3057102064;2765.5496235458;2381.4507148571;2505.9406635993;112834908418.06;301718318124.05;"2024-10-21T00:00:00.000Z"
"2781";2505.590509344;2720.2714362284;2411.3983237824;2456.4251725634;147795303623.72;295745463222.83;"2024-10-28T00:00:00.000Z"
"2781";2456.0951882475;3249.913956614;2359.5780299046;3191.3313560604;221176275358.52;384275074912.41;"2024-11-04T00:00:00.000Z"
"2781";3191.6569470349;3444.1539951509;3016.1441490148;3075.6615116228;287557599498.87;370386258448.72;"2024-11-11T00:00:00.000Z"
"2781";3075.7228270916;3499.3708467621;3032.6033243842;3363.6598928297;301805177272.23;405047057925.8;"2024-11-18T00:00:00.000Z"
"2781";3364.6014561404;3747.4552142022;3255.5430118377;3711.165095551;285868799340.31;446895881158.96;"2024-11-25T00:00:00.000Z"
"2781";3710.4953435232;4093.1720244462;3504.2263793216;4005.7045763055;297864523967.03;482509552464.54;"2024-12-02T00:00:00.000Z"
"2781";4006.1016852571;4008.7778541551;3520.365192653;3951.9411400849;326078589583.39;475970706984.17;"2024-12-09T00:00:00.000Z"
"2781";3951.6527447567;4106.9556004971;3098.2036178716;3277.535187571;420350789353.16;394793968020.03;"2024-12-16T00:00:00.000Z"
"2781";3277.5141746011;3542.833751548;3217.3686777831;3349.513340318;171565270078.51;403520330663.85;"2024-12-23T00:00:00.000Z"
"2781";3349.5859346876;3673.813081444;3298.8045578913;3634.1036630331;157277812857.8;437816515326.14;"2024-12-30T00:00:00.000Z"
"2781";3634.1137836192;3743.941767051;3159.3840691968;3265.9511514899;209749546885.37;393534082007.43;"2025-01-06T00:00:00.000Z"
"2781";3266.0953628314;3525.5433592391;2920.5927049425;3208.9643743573;261209995023.82;386687337500.24;"2025-01-13T00:00:00.000Z"
"2781";3208.9338275588;3444.2827459666;3147.5229798998;3236.1341830842;193572100052.56;389947457706.7;"2025-01-20T00:00:00.000Z"
"2781";3235.8552197218;3437.5689837467;2755.4747161084;2868.6928684244;215641643995.46;345669689993.68;"2025-01-27T00:00:00.000Z"
"2781";2868.0786325622;2919.4772778708;2159.2805472236;2628.7211134175;266813254145.79;316846464961.68;"2025-02-03T00:00:00.000Z"
"2781";2628.6502482734;2794.8673942088;2551.1746066302;2663.3158479393;145514270671;321059394507.96;"2025-02-10T00:00:00.000Z"
"2781";2663.2294764262;2850.6104583106;2606.9003104344;2821.3102005204;146702695516.22;340059349139.42;"2025-02-17T00:00:00.000Z"
"2781";2820.4563582902;2839.0100874571;2076.1698644908;2519.6944727218;265180900711.76;303819248389.36;"2025-02-24T00:00:00.000Z"
"2781";2519.530960837;2522.3166107566;1991.1934490119;2015.5091088434;155086764789.08;243065607357.13;"2025-03-03T00:00:00.000Z"
"2781";2015.4304177963;2150.7062873051;1760.9417913836;1887.4350177086;165550134192.16;227662553342.17;"2025-03-10T00:00:00.000Z"
"2781";1887.4491655955;2068.7643992791;1872.5088616552;2005.2992309006;77238310579.65;241963433974.49;"2025-03-17T00:00:00.000Z"
"2781";2005.7183843996;2101.9834344001;1769.4127525521;1806.2186461858;90762524893.34;217940130328.02;"2025-03-24T00:00:00.000Z"
"2781";1806.3165007464;1951.1803047187;1539.4380136682;1576.7280882451;116401846703.13;190293737817.24;"2025-03-31T00:00:00.000Z"
"2781";1576.9497867014;1687.1880398805;1386.7993127909;1596.6857525708;168913796745.79;192724612962.73;"2025-04-07T00:00:00.000Z"
"2781";1596.8818489288;1689.8575457287;1540.0337718236;1587.5142283326;78279990807.71;191615419575.44;"2025-04-14T00:00:00.000Z"
"2781";1587.460958383;1856.443870277;1542.0003234914;1792.8650336325;117971473940.81;216389226984.88;"2025-04-21T00:00:00.000Z"
"2781";1792.4462035133;1872.9395217592;1736.1429703484;1808.5942798561;93283376644.48;218369681377.28;"2025-04-28T00:00:00.000Z"
"2781";1808.7048999912;2603.2644633239;1753.3154325012;2510.237906047;213442161899.7;303067717659.35;"2025-05-05T00:00:00.000Z"
"2781";2510.2893351913;2736.890090638;2344.6682464337;2498.2335542663;184025744838.99;301674095951.83;"2025-05-12T00:00:00.000Z"
"2781";2498.8001678573;2731.2208080077;2353.4268867807;2551.7638148435;165828369964.75;308017902682.78;"2025-05-19T00:00:00.000Z"
"2781";2551.3807643825;2784.7524673916;2472.5407947259;2536.2663088146;139735756612.8;306177993353.16;"2025-05-26T00:00:00.000Z"
"2781";2536.1849280076;2677.9705464726;2387.6087517435;2510.7870002709;123019944765.99;303116033270.06;"2025-06-02T00:00:00.000Z"
"2781";2510.8380950887;2877.6292904417;2443.9627146036;2546.8371588019;179024936720.26;307504024675.85;"2025-06-09T00:00:00.000Z"
"2781";2547.226895762;2680.0875951757;2116.6814805604;2228.213144898;148261901139.93;269022834505.99;"2025-06-16T00:00:00.000Z"
"2781";2228.4847041767;2523.3206528394;2191.4182489731;2500.9600353849;117328509208.57;301867694928.4;"2025-06-23T00:00:00.000Z"
"2781";2500.6053913406;2635.1921204299;2378.3935265069;2571.2364783961;115253809529.52;310410971807.55;"2025-06-30T00:00:00.000Z"
"2781";2571.3952554574;3038.141150031;2517.9035734122;2973.3589886215;167041918509.81;358913143072.06;"2025-07-07T00:00:00.000Z"
"2781";2973.2251481336;3819.3987823385;2934.3712335532;3759.4714417888;299497784543.08;453746661969.02;"2025-07-14T00:00:00.000Z"
"2781";3758.92057684;3876.9335207483;3514.9993364041;3875.246471143;265318773121.49;467785761042.65;"2025-07-21T00:00:00.000Z"
"2781";3875.2557898802;3940.6520493334;3357.9389396324;3497.3791070805;234394323169.94;422195637999.53;"2025-07-28T00:00:00.000Z"
"2781";3497.6593184592;4243.2807670582;3491.5549940154;4213.6069133871;0;0;"2025-08-04T00:00:00Z"
